match_id,radiant_win,duration,Support,Initiator,Pusher,Escape,Nuker,Carry,Durable,Disabler,early_game_gold_adv,early_game_xp_adv,radiant_bottom_tier_2,radiant_bottom_tier_1,radiant_middle_tier_2,radiant_middle_tier_1,radiant_top_tier_2,radiant_top_tier_1,dire_bottom_tier_2,dire_bottom_tier_1,dire_middle_tier_2,dire_middle_tier_1,dire_top_tier_2,dire_top_tier_1,radiant_score_adv
7967435715,1,35,3,2,1,3,4,3,2,5,3844,1721,0,0,1,0,0,0,0,0,0,0,0,0,33
7967438032,1,41,2,4,2,1,5,3,3,5,1238,484,1,0,1,0,1,0,0,0,1,0,0,0,7
7967459521,0,28,2,2,2,3,2,4,1,3,-380,29,0,0,0,0,1,1,1,1,1,0,1,0,-19
7967484383,0,26,0,3,1,4,4,1,2,3,-2797,-2048,0,0,0,0,0,0,0,0,1,0,1,0,-25
7967484981,0,27,2,3,2,2,5,3,4,5,-1454,-2202,0,0,0,0,0,0,1,0,1,1,1,0,-8
7967488578,0,28,2,2,0,3,3,3,1,3,1871,2235,0,0,1,0,0,0,1,0,1,0,1,0,6
7967517163,1,49,4,3,0,2,5,2,2,5,-1247,-664,0,0,0,0,0,0,0,0,0,0,0,0,3
7967517212,1,33,1,2,2,2,3,3,1,3,-3398,-2887,0,0,1,0,1,0,0,0,0,1,0,0,6
7967541669,1,24,3,3,1,1,3,2,2,3,389,-936,1,0,1,1,1,1,0,0,0,0,0,0,23
7967560450,1,37,3,2,0,0,4,2,2,5,-1586,-3954,0,0,0,0,0,0,1,0,0,0,0,0,1
7967584083,1,35,1,1,0,1,4,4,1,2,-221,1323,0,0,0,0,1,0,0,0,0,0,0,0,2
7967684395,0,34,2,4,0,3,5,2,2,5,2289,-48,0,0,0,0,0,0,1,0,1,0,1,0,-7
7967703063,0,28,3,3,0,4,5,2,2,4,-532,-369,0,0,0,0,1,0,1,0,1,0,0,0,-13
7967713514,0,24,2,3,1,1,5,2,2,5,1399,588,0,0,0,0,0,0,1,1,1,0,1,0,-14
7967727451,1,26,2,0,1,3,5,4,0,2,2447,1576,1,0,1,1,1,1,0,0,0,0,0,0,3
7967737731,1,32,1,3,1,1,5,2,2,3,3447,5807,1,0,1,0,1,1,0,0,0,0,0,0,14
7967753193,0,29,2,0,0,2,5,2,2,3,-571,-293,0,0,0,0,0,0,1,0,1,0,1,0,-5
7967774669,1,36,2,2,0,2,4,3,3,4,3295,1080,0,0,0,0,1,0,0,0,0,0,0,0,8
7967781486,0,25,1,3,0,2,5,2,2,3,-4937,-2129,0,0,1,0,1,1,1,1,1,0,1,0,-18
7967790950,1,47,4,4,1,1,4,3,2,5,-1597,-595,0,0,0,0,1,0,0,0,0,0,0,0,-10
7967807022,0,32,4,0,1,2,5,3,1,3,702,-378,1,0,0,0,1,0,1,0,0,0,0,0,-3
7967813006,1,30,3,2,1,2,2,3,2,2,-459,-1685,1,0,1,0,1,0,0,0,0,0,0,0,6
7967842944,1,28,4,2,0,3,4,3,1,4,3928,2707,1,1,1,1,1,0,0,0,0,0,0,0,33
7967849929,1,31,1,2,2,0,4,3,3,5,367,-639,0,0,1,0,1,1,1,1,0,0,0,0,1
7967862409,0,26,2,1,2,3,5,2,2,4,-4901,-4670,0,0,0,0,0,0,1,0,1,0,1,0,-23
7967894007,0,27,3,1,0,2,5,4,1,4,4477,5619,0,0,0,0,0,0,1,0,1,0,1,0,-13
7967901309,0,31,1,3,1,2,4,3,2,3,301,1498,0,0,1,1,0,0,0,0,0,0,1,0,-9
7967899794,1,43,2,2,1,1,4,2,3,2,1657,3061,0,0,0,0,0,0,0,0,0,0,0,0,12
7967930126,1,40,1,2,2,3,3,4,2,5,-617,-613,0,0,0,0,1,1,0,0,1,0,0,0,4
7967942413,1,32,3,2,2,2,5,2,1,3,-3582,-2808,0,0,0,0,1,1,0,0,0,0,0,0,5
7967964241,0,26,2,2,0,3,4,1,2,3,-2608,-2488,0,0,0,0,0,0,1,1,1,1,1,0,-13
7967985073,1,27,1,3,1,4,4,3,1,3,-1184,526,1,0,1,0,1,0,1,1,0,0,0,0,3
7967991374,1,46,2,2,0,3,4,2,2,5,694,783,0,0,0,0,0,0,0,0,0,0,0,0,11
7968012574,0,32,2,3,1,3,5,2,1,4,1656,1852,0,0,0,0,0,0,1,1,0,0,0,0,-18
7968024099,1,37,3,4,1,1,5,2,2,4,-1668,-3353,1,0,0,0,0,0,0,0,0,0,0,0,5
7968055716,1,34,3,2,0,4,4,1,2,4,-825,149,0,0,0,0,0,0,0,0,1,1,0,0,21
7968068749,0,22,3,2,1,3,4,2,1,4,-442,-1550,1,0,0,0,0,0,1,1,0,0,1,0,-20
7968081669,0,27,1,3,1,1,4,3,2,4,-884,-2054,0,0,0,0,0,0,1,1,1,0,1,0,-11
7968087576,0,53,3,3,0,3,4,4,3,3,-722,-2388,0,0,0,0,0,0,0,0,0,0,1,0,-3
7968118223,0,54,2,3,1,3,2,4,2,5,1567,-227,0,0,0,0,0,0,0,0,0,0,0,0,1
7968138287,1,27,1,2,1,1,5,3,2,4,-1647,-1154,0,0,1,0,1,0,0,0,0,1,0,0,10
7968197610,0,26,3,2,1,1,5,2,1,4,668,993,0,0,0,0,0,0,1,0,1,0,1,0,-17
7968203708,0,42,3,3,0,4,3,3,2,4,-3722,-2211,0,0,0,0,0,0,0,0,0,0,0,0,-9
7968254268,0,36,1,2,1,2,3,4,1,3,21,842,1,0,0,0,0,0,1,0,0,0,0,0,-19
7968302299,1,34,2,2,1,2,5,2,4,4,1878,1418,1,1,1,0,1,0,0,0,0,0,0,0,37
7968330625,0,27,3,3,0,3,3,1,0,4,-1151,-2095,0,0,0,0,0,0,1,0,1,0,0,0,-23
7968341538,1,61,3,2,0,2,5,3,1,3,-473,730,0,0,0,0,0,0,0,0,0,0,0,0,10
7968387384,0,26,1,3,0,2,5,2,1,5,-881,-3074,0,0,0,0,0,0,1,1,1,0,1,1,-13
7968396940,0,26,2,3,0,4,4,2,3,4,-384,-500,0,0,0,0,1,0,1,1,1,0,0,0,-9
7968453342,0,33,3,1,0,3,4,3,1,5,1190,1985,0,0,0,0,1,0,1,0,1,0,0,0,-11
7968497618,0,30,2,1,1,3,5,4,2,3,1012,-3,0,0,1,0,0,0,1,1,1,0,0,0,-17
7968519822,0,21,2,3,1,2,5,1,1,3,-1366,-569,0,1,0,1,0,0,1,1,1,1,0,0,-17
7968558886,0,26,3,2,1,2,4,4,2,3,6318,6696,0,0,1,0,1,1,1,0,0,0,1,0,-10
7968636857,1,23,3,3,0,4,3,3,2,5,-3786,-1412,1,0,1,0,1,0,1,0,0,0,1,0,11
7968713037,1,29,1,2,2,1,3,4,2,2,-3552,-2957,1,0,1,1,1,1,0,0,0,0,0,0,5
7968720290,1,34,3,3,0,4,5,1,2,5,2460,2854,1,1,1,1,1,1,0,0,0,0,0,0,22
7968764002,1,28,2,3,1,1,4,2,2,5,2326,1249,0,0,1,0,1,1,1,0,0,0,0,0,12
7968809430,0,29,2,3,0,2,4,1,2,4,-2658,-2728,1,0,0,0,0,0,1,1,1,0,0,0,-24
7968817990,1,33,1,2,1,1,5,3,2,3,1841,1976,0,0,1,0,1,0,0,0,0,0,0,0,34
7968861815,1,25,3,3,1,2,2,3,2,5,2670,2584,1,0,1,1,1,1,0,0,1,0,1,0,13
7968889618,1,31,3,1,0,2,4,2,2,4,2931,1849,1,0,1,0,1,1,0,0,0,1,0,0,13
7968916703,0,34,1,4,0,3,3,2,1,4,-253,-133,1,0,0,0,1,0,1,0,0,0,0,0,-12
7968942290,1,27,2,2,1,0,5,3,1,3,2017,1205,1,0,0,0,0,0,0,0,1,0,0,0,7
7968961331,0,24,1,2,2,2,4,3,1,2,-1783,-1623,1,1,0,0,0,0,1,1,1,0,0,0,-1
7968981965,0,35,1,3,1,1,5,2,1,4,-2020,-1495,0,0,0,0,1,0,1,0,0,0,0,0,-9
7969011423,0,31,3,3,1,1,4,3,3,5,-587,48,0,0,0,0,1,0,1,0,1,0,1,0,-14
7969037193,0,27,2,3,0,3,4,3,2,3,-2595,-3744,0,0,0,0,1,1,1,1,1,0,1,0,-3
7969060152,1,26,1,1,1,2,4,4,3,3,3695,2758,1,0,1,1,1,1,0,0,0,0,1,0,6
7969082955,0,25,2,3,2,3,4,3,1,4,3603,2242,1,1,0,0,0,0,1,1,1,0,1,0,-1
7969090800,0,31,2,3,3,1,4,2,1,3,-2815,-3881,0,0,0,0,0,0,1,0,1,0,1,0,-15
7969092043,0,26,3,3,1,2,4,3,2,4,-895,1108,0,0,0,0,0,0,1,1,0,0,0,0,-16
7969112839,0,41,4,3,0,2,5,3,0,5,464,1757,0,0,0,0,0,0,0,0,0,1,0,0,-18
7969120649,1,31,2,3,0,2,3,3,3,5,2590,2418,1,0,0,0,0,0,1,1,0,0,1,0,8
7969122410,1,29,1,2,1,3,4,4,2,3,3731,3352,1,0,1,1,1,1,0,0,0,0,0,0,15
7969146569,1,23,2,1,0,4,4,2,0,3,-202,-568,1,0,1,0,1,1,1,0,0,0,0,0,4
7969151666,1,34,2,2,0,3,5,0,2,3,1520,882,1,0,1,0,1,1,0,0,1,0,0,0,0
7969150890,1,29,3,1,1,2,5,4,2,4,4801,3404,1,0,1,1,1,0,0,0,0,0,0,0,10
7969163197,1,22,2,1,2,1,4,3,2,3,2981,1906,1,0,1,1,1,1,1,0,0,0,0,0,22
7969173590,1,29,3,1,1,2,3,3,1,3,2188,-254,0,0,1,0,1,1,0,0,0,0,0,0,9
7969185685,1,32,3,3,0,2,4,2,1,4,-2819,-2206,1,0,0,0,1,1,0,0,0,0,0,0,6
7969190934,1,30,2,2,0,3,4,2,1,3,1792,2547,0,0,1,0,1,0,0,0,0,0,0,0,11
7969197987,1,44,2,2,0,2,5,2,1,4,-4196,-4498,0,0,0,0,0,0,0,0,1,0,0,0,4
7969211059,0,25,2,4,2,1,3,2,2,4,2725,3218,0,0,0,0,0,0,1,0,1,0,1,0,-14
7969219193,0,30,3,2,0,2,5,2,0,5,3740,1888,0,0,0,0,1,1,1,1,1,0,0,0,-5
7969220892,1,24,3,2,2,3,4,2,3,5,4522,3378,1,0,1,1,1,1,0,0,0,0,1,0,14
7969253507,1,23,2,3,2,2,4,2,1,5,1747,2431,1,1,1,0,1,1,1,0,0,0,1,0,21
7969257680,1,37,2,2,2,2,5,3,2,3,957,-1307,0,0,1,0,1,0,0,0,0,0,0,0,18
7969259792,0,31,2,3,1,3,4,3,1,4,-3158,-3446,0,0,0,0,0,0,0,0,1,0,0,0,-22
7969298094,0,33,1,2,1,3,4,3,2,2,-2526,-2025,0,0,0,0,1,0,1,1,1,0,1,0,-19
7969302601,1,25,4,2,1,0,5,2,4,5,2929,3000,1,0,1,0,1,0,0,0,0,0,0,0,22
7969298712,0,30,1,2,1,3,5,3,1,4,-1926,-82,0,0,0,0,0,0,1,0,1,0,1,0,-25
7969315917,1,25,2,3,2,1,2,2,2,4,2366,3224,0,0,0,0,1,0,1,0,0,0,0,0,14
7969338809,0,32,0,2,3,3,3,2,3,2,-1528,528,0,0,0,0,0,0,0,0,1,0,1,0,-38
7969338862,1,34,4,1,0,3,4,1,0,4,2276,1468,1,0,1,0,1,0,0,0,0,1,0,0,19
7969347665,0,30,2,1,0,2,5,2,2,3,-2112,-1490,1,0,1,0,0,0,1,1,1,0,1,0,-16
7969390429,1,21,2,2,0,3,4,2,2,3,3433,1514,1,1,1,1,1,1,1,0,0,0,1,0,16
7969396889,1,28,1,2,2,1,5,3,3,4,656,-1687,0,0,1,0,1,1,0,0,0,1,0,0,9
7969422040,0,31,4,3,0,2,4,3,3,4,547,1132,1,0,0,0,1,0,1,0,1,0,1,1,-17
7969430229,1,25,4,3,0,3,4,2,1,4,-702,-83,1,0,1,0,1,0,1,0,0,0,1,0,15
7969440158,0,22,3,2,3,2,4,3,1,4,-2857,-2489,0,0,0,0,1,0,1,1,1,1,1,0,-21
7969469422,0,50,1,2,0,3,4,3,3,3,-2098,-1303,0,0,0,0,0,0,0,0,0,0,0,0,-6
7969474311,0,31,3,2,2,0,3,3,3,5,-2262,-1618,0,0,0,0,0,0,1,1,1,0,1,0,-3
7969476255,0,41,2,3,1,2,5,2,2,4,1509,-1114,0,0,0,0,0,0,0,0,0,0,0,0,-16
7969530000,1,27,3,0,1,4,4,4,0,4,516,442,1,0,1,0,1,1,0,0,1,1,0,0,8
7969552217,0,39,1,1,2,1,5,3,2,3,2884,2546,0,0,0,0,0,0,0,0,1,0,1,0,-14
7969580363,1,64,3,3,0,2,5,1,2,4,1321,86,0,0,0,0,0,0,0,0,0,0,0,0,12
7969587050,1,25,1,2,2,1,4,3,2,4,-1178,-1056,1,0,1,1,1,0,0,0,1,0,0,0,20
7969644488,0,24,2,3,1,2,3,4,2,3,805,1011,0,0,0,0,1,0,1,0,1,0,1,0,-9
7969659085,0,34,1,2,2,2,4,3,1,2,-1388,-3335,0,0,0,0,0,0,1,0,0,0,1,0,-20
7969699403,1,28,1,2,1,2,4,2,2,2,1368,1614,0,0,1,0,0,0,0,0,1,1,0,0,8
7969737585,1,30,2,2,0,2,3,3,3,4,-1007,-1217,0,0,1,0,1,0,0,0,0,0,0,0,18
7969741876,1,41,3,3,0,3,5,3,2,5,1245,-189,0,0,0,0,0,0,0,0,0,0,0,0,12
7969764073,1,23,3,1,1,2,5,3,3,5,-232,737,1,0,0,0,1,1,0,0,1,0,0,0,6
7969817583,1,25,1,3,0,3,3,3,3,4,1128,-351,0,0,1,0,1,0,0,0,1,1,0,0,14
7969864813,1,21,1,2,0,3,3,3,2,4,4004,2543,1,0,1,1,1,1,0,0,0,0,0,0,26
7969891508,1,32,2,1,1,4,4,2,2,3,-1092,-2169,1,0,1,0,1,0,0,0,0,0,0,0,13
7969925646,0,44,2,3,0,4,5,2,1,5,-4186,-1684,0,0,0,1,0,0,0,0,0,0,1,0,-50
7970064386,0,25,1,2,2,0,4,4,2,4,346,258,1,0,0,0,0,0,1,1,1,0,1,1,-24
7970119106,1,26,1,0,1,2,4,4,0,1,-435,-134,0,0,1,0,1,1,1,0,0,0,0,0,10
7970130689,0,47,2,2,2,3,5,2,2,3,277,-172,0,0,0,0,0,0,0,0,0,0,0,0,-8
7970167096,0,28,3,3,2,1,4,3,3,4,37,496,0,0,0,0,0,0,0,0,1,0,0,0,-7
7970200069,1,39,1,3,0,1,4,3,2,4,-4909,-3313,0,0,1,0,1,1,1,0,0,0,0,0,12
7970267493,0,25,1,4,0,2,2,3,3,4,-3071,-1324,1,0,0,0,1,0,1,1,1,0,1,0,-8
7970294525,1,35,2,2,2,1,4,3,3,4,-19,1068,1,0,1,0,1,1,0,0,0,0,0,0,2
7970322513,0,25,3,3,1,2,5,2,2,5,-3402,-3989,0,0,0,0,1,1,1,1,1,1,1,0,-11
7970341820,0,34,3,3,1,2,4,1,1,3,2704,3149,0,0,0,0,1,0,1,0,1,0,0,0,-21
7970364089,0,27,2,1,0,2,5,3,1,4,-319,20,0,0,0,0,1,1,1,0,1,1,1,0,-6
7970382357,0,25,4,3,0,3,4,2,0,4,13,-2209,0,0,0,0,1,1,1,1,1,1,1,0,-22
7970458720,0,25,4,2,0,1,5,3,0,5,447,646,0,0,1,1,0,0,1,1,1,0,1,0,-13
7970478642,1,26,1,1,2,1,5,4,1,2,1306,94,1,0,1,0,1,1,0,0,0,0,0,0,9
7970488549,0,35,1,4,0,2,3,2,1,5,-787,-1505,0,0,1,0,0,0,1,0,0,0,1,0,2
7970488204,1,26,2,2,1,3,5,2,2,5,3611,-549,0,0,1,0,1,0,0,0,0,0,0,0,18
7970504551,1,26,1,2,0,2,5,2,2,2,3775,3966,1,0,1,1,1,0,0,0,0,1,0,0,18
7970511326,1,32,3,2,1,1,4,2,1,4,-2078,-1988,0,0,1,0,0,0,0,0,0,0,0,0,14
7970515257,0,23,2,3,1,3,4,2,1,4,-4106,-3038,0,0,1,0,1,0,1,1,1,0,1,0,-10
7970530007,0,37,2,3,1,2,4,2,2,5,839,577,0,0,0,0,0,0,1,0,1,0,0,0,-8
7970541168,0,32,2,2,2,1,4,3,2,4,-2948,99,0,0,0,0,1,0,1,1,1,0,1,0,-16
7970544254,1,25,4,3,1,1,2,4,4,4,3845,3679,1,1,1,1,1,1,0,0,0,0,0,0,23
7970557099,0,42,3,2,1,3,4,2,0,3,-1612,1318,0,0,0,0,0,0,0,0,0,0,0,0,-5
7970569559,1,30,2,3,1,2,5,2,3,5,1990,2314,0,0,1,0,1,1,1,1,0,0,0,0,6
7970577274,0,36,2,3,0,2,3,2,2,5,1576,472,1,0,0,0,0,0,1,0,0,0,1,0,-6
7970582926,1,26,4,3,0,0,3,2,1,5,-1780,-1574,1,0,1,0,1,0,0,0,0,0,0,0,13
7970600182,0,26,2,3,1,2,5,2,2,4,-1866,-4777,0,0,0,0,1,0,1,1,1,0,0,0,-23
7970602712,0,23,1,2,0,0,5,3,3,4,-2597,-3216,0,0,1,1,0,0,1,1,1,1,1,0,-25
7970615221,1,36,3,2,2,1,4,4,2,5,-3040,-2133,0,0,0,0,1,0,0,0,1,0,0,0,0
7970619470,1,26,2,2,2,1,5,2,1,2,-5049,-5470,1,0,1,0,1,1,1,0,0,0,0,0,16
7970635478,0,30,2,2,0,2,4,3,1,4,639,777,0,0,0,0,0,0,1,1,1,0,0,0,-9
7970653994,0,38,2,3,1,3,4,2,2,4,-2427,-3221,0,0,0,0,1,1,1,0,0,0,0,0,-15
7970654226,1,26,1,1,1,1,4,4,2,3,278,-1226,1,0,1,0,1,0,0,0,0,0,1,0,18
7970661532,0,28,4,1,3,3,4,4,0,4,3304,2216,0,0,1,1,0,0,0,0,1,0,1,0,-17
7970673022,1,28,2,2,1,2,4,2,1,4,3658,2244,1,0,1,0,1,1,1,0,0,0,0,0,14
7970686099,1,35,3,3,3,3,3,2,0,4,-2308,-108,1,0,1,0,1,0,0,0,0,0,0,0,8
7970699293,0,27,2,3,0,3,5,2,0,5,-3412,-2279,0,0,0,0,0,0,1,0,1,1,1,1,-25
7970707629,0,24,1,1,0,2,4,2,1,2,-4082,-5093,0,0,0,0,0,0,1,1,1,1,1,0,-21
7970712683,0,32,1,4,2,3,2,3,4,5,1320,2277,1,0,0,0,0,0,1,0,1,0,1,0,-8
7970716762,1,28,3,3,0,2,5,3,2,5,-912,-685,1,0,1,0,1,0,1,1,0,0,0,0,14
7970737759,0,31,2,2,1,1,2,4,3,2,212,-756,0,0,0,0,1,0,1,0,1,0,0,0,-21
7970747546,0,31,1,3,0,3,4,4,3,3,-1157,-519,0,0,0,0,0,0,1,0,1,0,1,0,-24
7970755781,0,32,2,2,0,2,5,3,2,3,-1532,-2370,0,0,0,0,0,0,1,1,1,1,1,0,-14
7970759234,1,28,2,3,1,3,5,2,2,2,219,-1791,1,0,1,0,1,0,0,0,0,0,0,0,3
7970760297,1,32,2,3,1,2,4,3,3,4,190,815,1,1,1,0,1,1,0,0,0,1,0,0,23
7970787594,0,25,2,2,1,3,5,3,0,4,2173,1343,1,0,0,0,1,1,1,1,1,0,1,0,-19
7970807396,1,46,2,3,0,2,4,3,2,5,2596,3606,0,0,0,0,0,0,0,0,0,0,0,0,6
7970811646,1,26,1,3,0,2,3,2,2,3,5188,4881,1,1,1,1,1,1,0,0,0,0,0,0,26
7970854230,0,34,2,2,0,2,3,3,3,3,-6575,-5171,0,0,0,0,0,0,1,1,1,1,1,0,-25
7970866349,1,38,1,3,1,2,5,2,4,5,2471,2709,0,0,1,0,1,1,0,0,0,0,0,0,13
7970875573,0,31,1,3,3,0,5,4,3,4,200,175,0,0,0,0,0,0,0,0,0,0,0,0,-8
7970948599,1,21,1,2,2,0,5,1,2,2,6475,4453,1,1,1,1,1,1,0,0,0,0,0,0,31
7970993810,1,27,1,4,0,2,4,3,4,4,-2415,-3022,0,0,1,0,1,1,0,0,0,0,0,0,19
7971018436,0,39,1,3,0,2,5,2,1,4,-635,-955,0,0,1,0,0,0,0,0,0,0,0,0,-5
7971094128,1,28,1,2,1,1,5,3,4,3,1488,830,0,0,0,0,1,0,0,0,0,0,1,0,13
7971107111,1,28,2,3,1,1,5,3,2,3,3647,2787,1,0,1,1,1,1,0,0,0,0,0,0,18
7971138115,1,30,3,2,1,2,4,4,2,3,3661,1337,1,0,1,0,1,0,0,0,0,0,0,0,12
7971164422,0,28,1,2,2,1,4,4,2,4,420,1529,0,0,1,1,0,0,1,0,1,0,0,0,-19
7971192587,1,27,3,3,0,0,5,2,2,5,674,1066,1,0,1,1,1,0,1,0,0,0,1,0,23
7971227703,1,31,4,3,1,2,5,3,1,5,-4547,-5347,1,0,1,0,1,0,1,0,0,0,0,0,15
7971239066,0,41,1,3,3,1,3,3,2,4,3095,1009,0,0,0,0,0,0,1,0,1,0,1,0,-10
7971271128,0,30,1,2,1,3,4,3,2,4,-2588,-1746,1,0,0,0,0,0,1,0,1,0,1,0,-21
7971336667,0,36,1,0,3,4,4,3,1,3,-2751,-1270,0,0,0,0,0,0,1,0,1,0,0,0,-19
7971478840,1,29,1,3,1,3,4,1,2,4,-184,1183,1,0,1,0,1,1,0,0,0,0,0,0,19
7971537016,1,37,2,3,1,1,3,3,1,3,-92,1379,0,0,1,0,1,1,0,0,0,0,0,0,9
7971540701,0,43,0,3,2,1,5,3,3,3,2659,534,0,0,0,0,0,0,1,0,0,0,0,0,-9
7971598166,0,31,1,3,1,2,3,2,3,3,771,455,0,0,0,0,1,0,1,0,1,1,1,0,-10
7971627670,1,36,1,3,1,3,3,3,1,3,-292,-3343,0,0,0,0,0,0,0,0,1,0,0,0,1
7971650162,0,26,2,2,1,0,4,3,3,4,-2158,-839,0,0,0,0,1,0,1,1,1,0,1,0,-5
7971683050,1,49,2,1,1,4,3,2,0,3,142,198,0,0,1,0,0,0,0,0,0,0,0,0,-4
7971731049,0,31,2,3,0,1,4,2,1,4,2913,2914,0,0,0,0,0,0,1,0,1,0,1,0,-6
7971756132,0,28,4,0,2,1,5,2,2,4,2392,2504,0,0,0,0,1,1,1,0,0,0,1,0,-12
7971775877,1,29,1,2,0,3,4,4,3,4,-3541,-2675,1,0,1,0,1,1,1,0,0,0,0,0,15
7971802010,0,27,2,2,1,1,4,3,1,2,-2173,-818,0,0,0,0,1,1,1,0,1,0,1,0,-18
7971821795,0,28,2,3,1,1,5,2,2,4,2085,1558,0,0,0,0,0,0,1,0,1,0,1,0,-21
7971845025,0,33,2,2,1,1,4,3,2,2,-2838,-3181,0,0,1,0,1,0,1,0,1,0,0,0,-6
7971888180,1,26,2,3,1,1,4,3,4,5,2224,-909,0,0,1,0,1,0,0,0,0,1,0,0,6
7971910548,1,32,2,2,1,2,4,3,2,4,-1960,-1186,0,0,0,0,1,0,0,0,0,0,0,0,11
7971913043,1,32,2,1,1,3,4,2,1,3,3099,2049,0,0,1,0,1,0,1,0,0,0,0,0,11
7971915041,1,25,2,1,0,2,3,3,2,4,1066,2667,1,0,1,0,1,1,1,0,0,0,0,0,18
7971935716,0,29,3,4,2,1,4,2,2,5,-227,-380,1,0,0,0,0,0,1,0,1,0,1,0,-17
7971936529,1,28,3,2,1,2,4,2,2,4,-2520,-2003,1,0,1,0,1,0,0,0,0,0,1,0,18
7971950676,0,24,4,2,0,3,4,2,1,4,-4191,-3551,0,0,0,0,0,0,1,1,1,0,1,0,-20
7971962401,1,29,2,2,1,2,4,1,1,5,2947,2775,0,0,1,1,1,1,1,1,0,0,0,0,19
7971968929,0,28,2,1,1,1,5,3,1,4,-171,1130,0,0,0,0,0,0,1,0,1,1,0,0,-18
7971996272,0,33,2,2,0,1,4,1,2,5,2976,4050,0,0,0,0,0,0,0,0,0,0,1,0,-13
7971998217,1,30,2,2,4,3,4,3,0,4,2728,1519,1,0,1,0,1,0,0,0,0,0,0,0,15
7972001428,0,26,1,2,1,2,4,3,2,4,413,618,0,0,0,0,0,0,1,0,1,0,1,1,-25
7972031234,1,33,1,2,2,2,4,4,2,4,-2289,-2249,1,0,0,0,0,0,0,0,0,1,0,0,2
7972031469,0,28,2,4,0,1,2,3,3,5,-2462,-2507,0,0,1,0,0,0,1,0,1,0,1,0,-16
7972032892,1,44,2,3,0,1,4,2,1,4,-291,-1295,0,0,1,0,0,0,0,0,0,0,0,0,5
7972029465,1,39,2,4,1,2,5,2,1,4,-102,2494,1,0,1,0,1,1,0,0,0,0,0,0,14
7972032808,1,33,1,3,0,2,3,3,3,3,-158,-276,1,0,1,0,1,1,1,0,0,0,0,0,22
7972029054,1,33,1,2,1,2,3,2,3,4,-1972,-2044,1,0,1,0,1,0,0,0,0,0,0,0,10
7972064205,0,23,2,4,1,1,5,2,2,4,-2189,-507,0,0,0,0,1,0,1,1,1,1,1,0,-21
7972074914,1,29,3,1,0,2,5,4,1,3,2257,5009,1,0,1,0,1,1,0,0,0,0,0,0,10
7972076834,0,25,3,2,2,1,5,3,2,5,-4614,-4279,0,0,0,0,1,0,1,0,1,0,0,0,-19
7972080754,1,41,2,2,1,2,5,2,2,3,433,678,0,0,1,0,1,0,0,0,0,0,0,0,12
7972084725,0,33,2,2,1,2,5,3,2,3,-5876,-4155,0,0,0,0,0,0,1,0,1,0,1,0,-18
7972088536,0,49,2,2,1,2,3,2,2,4,-2402,-444,0,0,0,0,0,0,1,0,1,0,1,0,-28
7972102806,1,29,1,3,1,1,4,3,3,5,1573,938,0,0,0,0,1,0,0,0,1,1,0,0,-8
7972110708,1,26,0,3,0,3,5,1,4,4,4334,2524,0,0,1,0,1,1,1,0,0,0,0,0,8
7972118335,0,27,1,2,1,1,3,3,5,4,-3685,-3939,0,0,0,0,1,1,1,1,1,0,1,0,-19
7972138059,0,53,3,3,0,1,5,2,3,4,-1368,-1461,0,0,0,0,0,0,0,0,0,0,1,0,-13
7972143214,0,37,2,3,2,2,5,2,2,4,-3224,-145,0,0,0,0,0,0,1,0,1,0,1,0,-31
7972152361,1,26,2,3,1,1,5,3,2,4,-3360,-2745,1,0,1,0,1,0,0,0,0,1,0,0,10
7972163608,0,30,2,3,1,2,5,1,0,4,2025,1923,0,0,0,0,0,0,1,0,1,0,0,0,-20
7972168489,1,29,3,1,1,2,5,2,1,4,2391,1426,1,0,1,0,1,1,0,0,0,0,0,0,12
7972169966,1,39,1,3,1,2,4,3,2,4,-1430,-715,0,0,0,0,0,0,0,0,1,1,0,0,-7
7972193417,0,31,1,3,2,3,5,2,1,4,3580,4184,0,0,0,1,0,0,1,0,0,0,0,0,-15
7972206540,1,31,1,3,1,0,3,4,1,4,-1898,1826,1,0,1,0,1,0,0,0,1,1,0,0,11
7972206434,1,91,2,2,0,2,3,2,2,4,2415,974,0,0,0,1,0,0,0,0,0,1,0,0,16
7972214607,1,33,2,2,3,3,3,4,2,3,2146,2334,1,0,1,0,1,1,0,0,0,0,0,0,17
7972238678,0,29,2,2,1,3,4,2,2,3,-2132,-839,0,0,0,1,0,0,1,0,1,0,1,0,-21
7972235565,1,32,1,4,2,1,3,1,1,4,3650,2639,1,0,1,0,1,0,0,0,0,0,0,0,21
7972282265,1,37,1,2,3,2,4,3,2,2,1123,1563,0,0,0,0,1,0,0,0,0,0,0,0,3
7972307189,1,33,2,2,1,3,4,1,2,3,1117,1494,0,0,1,0,1,0,0,0,1,1,0,0,21
7972328500,0,38,2,2,1,2,3,2,2,3,3206,-228,0,0,0,0,0,0,1,0,0,0,0,0,-17
7972337321,0,27,3,3,1,2,5,3,1,5,-1557,-54,0,0,0,0,0,0,1,0,0,0,1,0,-13
7972356320,1,33,2,4,2,4,2,3,0,5,3184,2081,1,0,1,0,1,1,0,0,0,0,0,0,23
7972390841,0,25,2,2,0,3,4,5,2,5,572,183,0,0,0,0,0,0,1,0,1,0,0,0,-10
7972392908,0,39,1,4,1,5,4,2,2,4,-865,-1759,0,0,0,0,0,0,1,0,1,0,0,0,-12
